hotel_id,address,hotel_facilities,hotel_star_rating,rating,pageurl,room_count,no_per_room,room_type,similar_hotel,path ref id,cost
,,,,,,,,,,,
,,,,,,,,,The Ashoka Residency|Shimla View Home,,
,,,,,,,,,The Land Mark|Hotel Surya|Ramada Plaza JHV,,
,,,,,,,,,Wow Rooms 4 You,,
,,,,,,,,,FabHotel Address Inn|Hotel Sahara Star|Golden Chariot The Boutique Hotel,,
,,,,,,,,,Neeladri Palace,,
,,,,,,,,,Hira Laxmi Residency,,
,,,,,,,,,The Land Mark|Hotel Surya|Ramada Plaza JHV,,
,,,,,,,,,Ethnotel|Tatvam Residency,,
,,,,,,,,,Lazy Lagoon Sarovar Portico Suites|Shining Sand Beach Hotel,,
,,,,,,,,,Le Linda Homestay|Jespin Homestay,,
,,,,,,,,,,,
,,,,,,,,,Vythiri Meadows|Meenmutty Heights,,
,,,,,,,,,,,
,,,,,,,,,Ginger Jamshedpur|Ramada Jamshedpur Bistupur,,
,,,,,,,,,Hotel Durga International,,
,,,,,,,,,Hotel Malik Residency|Geetika Galaxy Hotel,,
,,,,,,,,,Hotel Artus Inn|Residency Hotel Andheri|JW Marriott Mumbai Juhu,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Hotel Evergreen|Angel's Inn,,
,,,,,,,,,SBS Residency Tirupati|K.P.R.Residency|PLR Grand By Tommaso Hotels,,
,,,,,,,,,Treebo Globe International|Treebo Orion West Willows,,
,,,,,,,,,Marina Inn|Hotel Raaj Bhaavan|Mount Residency,,
,,,,,,,,,Vasundhara Inn Guest House|Deer Park Eco Home,,
,,,,,,,,,Hotel Surya|Ramada Plaza JHV|Suryauday Haveli - An Amritara Resort,,
,,,,,,,,,Hotel Kalyan|Hotel Sugandh Retreat|Vinayak Guest House,,
,,,,,,,,,Neemrana's - Ramgarh Bungalows,,
,,,,,,,,,The Land Mark|Hotel Surya|Ramada Plaza JHV,,
,,,,,,,,,The Land Mark|Hotel Surya|Ramada Plaza JHV,,
,,,,,,,,,Venky Residency,,
,,,,,,,,,Walisons Hotel|House Boat Young Bombay,,
,,,,,,,,,Tharavad Heritage|Alasr Heritage Home,,
,,,,,,,,,,,
,,,,,,,,,Green Valley Vista|Orchid Highlands|View Valley Homestay,,
,,,,,,,,,Hotel Eastern Plaza|Treebo Orion West Willows|Treebo Globe International,,
,,,,,,,,,Capri Hotel|Neemrana's - Ramgarh Bungalows,,
,,,,,,,,,Alasr Heritage Home,,
,,,,,,,,,Mystic Jaisalmer,,
,,,,,,,,,,,
,,,,,,,,,Hotel Sai,,
,,,,,,,,,,,
,,,,,,,,,Hotel RIO Grand|The Royal Court|Swiss Cottage,,
,,,,,,,,,Vasundhara Inn Guest House|Deer Park Eco Home,,
,,,,,,,,,Coco Goa|Jacks Resort|FabHotel Retreat Anjuna Vagator,,
,,,,,,,,,Hotel Silver Moon|Traveller's Inn Hotel - Fort|Hotel Diplomat,,
,,,,,,,,,Central Hotel,,
,,,,,,,,,Vedas Tapovan|Hill Top Swiss Cottage|Bunk Stay Rishikesh,,
,,,,,,,,,Bedweiser Backpackers Hostel,,
,,,,,,,,,Treebo Chandigarh Grand|Sunbeam Premium|Hotel White Palace,,
,,,,,,,,,,,
,,,,,,,,,Villa Jacaranda|Arabian Soul,,
,,,,,,,,,"Golden Tulip Goa|Zense Resort|Lemon Tree Amarante Beach Resort, Goa",,
,,,,,,,,,Hotel Ganesh,,
,,,,,,,,,Hotel Rainbow|Ginger East Delhi,,
,,,,,,,,,La Residence,,
,,,,,,,,,Radisson Hotel Shimla|Snow Valley Resorts|Vatsalyam Home Stay,,
,,,,,,,,,"Regenta, Ahmedabad",,
,,,,,,,,,Rani Mangammal Residencies|Hotel Nambi|Purpletree Place West Marret,,
,,,,,,,,,Yash Villa|Trinity House|Pan Hill Hotel,,
,,,,,,,,,Dudhsagar Farmstay|Nature's Nest Goa,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Treebo Elan|FabHotel Nachiappa RA Puram,,
,,,,,,,,,Treebo Chandigarh Grand|Dippys Hotel|Best Western Royal Park,,
,,,,,,,,,Gir Jungle Lodge,,
,,,,,,,,,Mystic Jaisalmer,,
,,,,,,,,,Hotel Central Park,,
,,,,,,,,,Dippys Hotel,,
,,,,,,,,,,,
,,,,,,,,,Capri Hotel|Neemrana's - Ramgarh Bungalows,,
,,,,,,,,,Yash Villa|Hotel Mount View Heritage|Trinity House,,
,,,,,,,,,,,
,,,,,,,,,Treebo Chandigarh Grand|Dippys Hotel|Best Western Royal Park,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Aroma retreat|Aamby Valley City,,
,,,,,,,,,Treebo Chandigarh Grand|Akashdeep 22|Hotel Emerald,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,"Cactus Guesthouse|Ivon Guest House, Arambol Beach|Coco Goa",,
,,,,,,,,,ITC Grand Chola A Luxury Collection Hotel,,
,,,,,,,,,Yogi Ashram Guest House,,
,,,,,,,,,"Paatlidun Safari Lodge, Jim Corbett|The Solluna Resort",,
,,,,,,,,,,,
,,,,,,,,,Best Western Ashoka,,
,,,,,,,,,,,
,,,,,,,,,Hotel M House,,
,,,,,,,,,Ibis Jaipur,,
,,,,,,,,,"Fortune Park Dahej,Dahej SEZ",,
,,,,,,,,,Little Chef Hotel,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Vekaay's Residency Hotel|Poppys S.E.T Residency|Viha Inn,,
,,,,,,,,,Yash Villa|Hotel Mount View Heritage|Trinity House,,
,,,,,,,,,Capri Hotel|Neemrana's - Ramgarh Bungalows,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Hotel Golden Crown|Green Hills Cottage,,
,,,,,,,,,Cactus Guesthouse|Pinnacle Holiday Homes|Coco Goa,,
,,,,,,,,,Treebo Abirami Residency,,
,,,,,,,,,Hotel Tip Top Plaza,,
,,,,,,,,,Marina Inn|Hotel Raaj Bhaavan|Mount Residency,,
,,,,,,,,,Ram Yoga House|Silvermoon House|Green Hotel,,
,,,,,,,,,FabHotel Address Inn|Hotel Sahara Star|Golden Chariot The Boutique Hotel,,
,,,,,,,,,Hotel Shalimar,,
,,,,,,,,,Paro Residency|Hotel Vinayak Inn|Sevoke Valley Residency,,
,,,,,,,,,Hotel Deyzor,,
,,,,,,,,,,,
,,,,,,,,,Vasundhara Inn Guest House|Deer Park Eco Home,,
,,,,,,,,,,,
,,,,,,,,,Misty Meadows|Ranches Jungle Beats Resorts|Little Home Resort,,
,,,,,,,,,Radisson Blu Agra Taj East Gate|The Coral Tree Homestay,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Ambassador Hotel,,
,,,,,,,,,Venky Residency,,
,,,,,,,,,,,
,,,,,,,,,Hotel Panchsheel,,
,,,,,,,,,,,
,,,,,,,,,Lakesong Resort|The Zuri Kumarakom Kerala Resorts & Spa,,
,,,,,,,,,Hotel Green Olive|Hotel Krishna Inn|Hotel JP International,,
,,,,,,,,,Hotel Sorrento Guest house Anna Nagar|St Xavier Guest House|Marina Inn,,
,,,,,,,,,,,
,,,,,,,,,Vivanta by Taj Gomti Nagar|York Inn,,
,,,,,,,,,Deltin Palms Riverfront|Seashell Villas The Villa Resort,,
,,,,,,,,,Neemrana's - Ramgarh Bungalows,,
,,,,,,,,,La Maison Radha,,
,,,,,,,,,Hotel Central Park,,
,,,,,,,,,Quality Inn River Country Resort,,
,,,,,,,,,The Legend Inn @Nagpur|Urban Hermitage,,
,,,,,,,,,Hotel Panchsheel,,
,,,,,,,,,Vythiri Village|Ranches Jungle Beats Resorts|Wayanad Coffee Mist Resort,,
,,,,,,,,,,,
,,,,,,,,,Radisson Blu Agra Taj East Gate|The Coral Tree Homestay,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,FabHotel Address Inn|Citizen Hotel,,
,,,,,,,,,Fairfield by Marriott Lucknow|lebua Lucknow,,
,,,,,,,,,,,
,,,,,,,,,"Fortune Park Dahej,Dahej SEZ",,
,,,,,,,,,Sunbeam Premium|Hotel Mountview|Hotel Le - Crown,,
,,,,,,,,,SBS Residency Tirupati|K.P.R.Residency,,
,,,,,,,,,Hotel Krishna Inn,,
,,,,,,,,,Le Chateau|La Maison Radha,,
,,,,,,,,,Hotel East West,,
,,,,,,,,,Hotel Panchsheel,,
,,,,,,,,,Novotel New Delhi Aerocity,,
,,,,,,,,,Neemrana's - Ramgarh Bungalows|Abode in Heaven,,
,,,,,,,,,Misty Meadows|Ranches Jungle Beats Resorts|Little Home Resort,,
,,,,,,,,,Resort Rio|Zense Resort|Cavala The Seaside Resort,,
,,,,,,,,,,,
,,,,,,,,,Hotel Ashish,,
,,,,,,,,,Le Royal Camps,,
,,,,,,,,,Tharavad Heritage|Alasr Heritage Home,,
,,,,,,,,,Marina Inn|Hotel Raaj Bhaavan|Mount Residency,,
,,,,,,,,,Backwater Breeze,,
,,,,,,,,,,,
,,,,,,,,,Hotel Sai,,
,,,,,,,,,,,
,,,,,,,,,Hotel Medico Residancy,,
,,,,,,,,,Hotel Lake Paradise|Udai Kothi|The Oberoi Udaivilas Udaipur,,
,,,,,,,,,Hotel Rezos|Zense Resort|Resort Rio,,
,,,,,,,,,Hotel Shree Maya,,
,,,,,,,,,Backpacker's Nest|Hotel Hong Kong Inn|Hotel PR Residency,,
,,,,,,,,,Houseboat Lily of Nageen,,
,,,,,,,,,Fairfield by Marriott Lucknow|lebua Lucknow,,
,,,,,,,,,Hotel The Silk Route,,
,,,,,,,,,SSR Hotel Srikalahasti|Hotel MGM Grand|K.P.R.Residency,,
,,,,,,,,,Chandra Mahal Haveli- An Amritara Private Hideaway|Iora Guest House|Hotel Sonar Haveli,,
,,,,,,,,,Sayaji Hotel|@ Greens Apartment,,
,,,,,,,,,Hotel Dolphin,,
,,,,,,,,,Houseboat Lily of Nageen,,
,,,,,,,,,Vekaay's Residency Hotel|Poppys S.E.T Residency|Viha Inn,,
,,,,,,,,,Treebo Chandigarh Grand|Dippys Hotel|Best Western Royal Park,,
,,,,,,,,,The Vaishali Inn|Radisson Blu Kaushambi Delhi NCR,,
,,,,,,,,,Sayaji Hotel|@ Greens Apartment,,
,,,,,,,,,"Hotel Formule1 Gurgaon, an AccorHotels Brand|La Residence",,
,,,,,,,,,Himadri Guest House,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Hotel Panchsheel,,
,,,,,,,,,,,
,,,,,,,,,Hotel Panchsheel,,
,,,,,,,,,The Cindrella Hotel|Paro Residency|Summit Milestone Hotel,,
,,,,,,,,,"Treebo Signature Inn|Hotel Vimal Heritage|Zone By The Park , Bani Park Jaipur",,
,,,,,,,,,Kesar Heritage Guest House|Om Heritage,,
,,,,,,,,,Neemrana's - Ramgarh Bungalows,,
,,,,,,,,,Hotel Vegas,,
,,,,,,,,,Treebo Orion West Willows,,
,,,,,,,,,Hotel Panchsheel,,
,,,,,,,,,,,
,,,,,,,,,Hotel Elphinstone|The Orchid - An Ecotel Hotel,,
,,,,,,,,,The Divine Resort|Daksh Hotel And Restaurant,,
,,,,,,,,,,,
,,,,,,,,,Marina Inn|Hotel Raaj Bhaavan|Mount Residency,,
,,,,,,,,,Dudhsagar Farmstay|Nature's Nest Goa,,
,,,,,,,,,U Tropicana|Hira Laxmi Residency,,
,,,,,,,,,,,
,,,,,,,,,Novotel Goa Resort & Spa,,
,,,,,,,,,Treebo Elan|FabHotel Nachiappa RA Puram,,
,,,,,,,,,,,
,,,,,,,,,Siesta Hitech|Treebo Tara Residency|Blue Dawn Suites,,
,,,,,,,,,Radisson Blu Hotel Chennai City Centre,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Woodstock Village Bamboo Cottages|The Bay Agonda,,
,,,,,,,,,Hotel Panchsheel,,
,,,,,,,,,"Golden Tulip Goa|Zense Resort|Lemon Tree Amarante Beach Resort, Goa",,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,The Bay Agonda|Marron Sea View Resort,,
,,,,,,,,,Cactus Guesthouse|Pinnacle Holiday Homes|Coco Goa,,
,,,,,,,,,Hotel Amsun Pride,,
,,,,,,,,,"Paatlidun Safari Lodge, Jim Corbett|The Solluna Resort",,
,,,,,,,,,Hotel Krishna Inn,,
,,,,,,,,,Hotel Amsun Pride,,
,,,,,,,,,Hotel Sai,,
,,,,,,,,,Ambassador Hotel|Days Hotel Jalandhar|The Maya Hotel,,
,,,,,,,,,Heritage Resort Hampi|Gopi Guest House|Clarks Inn Hampi,,
,,,,,,,,,,,
,,,,,,,,,Bay Cliff Cottages|The Gateway Hotel Varkala (A Taj Hotel),,
,,,,,,,,,Varsha Enclave- Trinity House|FabHotel Olive Comfort,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,The Bay Agonda|Marron Sea View Resort,,
,,,,,,,,,The Lodhi,,
,,,,,,,,,,,
,,,,,,,,,Bedweiser Backpackers Hostel,,
,,,,,,,,,Palm Tree Heritage|Mango Villa,,
,,,,,,,,,Ginger Mumbai - Andheri|Grand Hyatt Mumbai,,
,,,,,,,,,Aman Homestay|The Coral Tree Homestay|Bedweiser Backpackers Hostel,,
,,,,,,,,,"Trident, Hyderabad|Sheraton Hyderabad Hotel",,
,,,,,,,,,Vedas Tapovan|Hill Top Swiss Cottage|Bunk Stay Rishikesh,,
,,,,,,,,,Silvermoon House|Green Hotel,,
,,,,,,,,,Prabhaa Grand Inn,,
,,,,,,,,,The Zuri Kumarakom Kerala Resorts & Spa|Aveda Kumarakom,,
,,,,,,,,,Walisons Hotel|House Boat Young Bombay,,
,,,,,,,,,Vijayadeepa Guest House,,
,,,,,,,,,SSR Hotel Srikalahasti|Hotel MGM Grand|K.P.R.Residency,,
,,,,,,,,,Hotel Panchsheel,,
,,,,,,,,,Majestic Beach Comfort|The Bay Agonda|The Treehouse Blue,,
,,,,,,,,,,,
,,,,,,,,,Vekaay's Residency Hotel|Poppys S.E.T Residency|Viha Inn,,
,,,,,,,,,Hotel Golden Crown|Green Hills Cottage,,
,,,,,,,,,Hotel Ashish,,
,,,,,,,,,Lazy Lagoon Sarovar Portico Suites|Shining Sand Beach Hotel,,
,,,,,,,,,Ambassador Hotel|Leo Fort Hotel,,
,,,,,,,,,Taz Kamar Inn,,
,,,,,,,,,Hotel Rezos|Zense Resort|Resort Rio,,
,,,,,,,,,Princess Residency|Flora Airport Hotel|Thomas Inn,,
,,,,,,,,,Sangamam Tourist Home|Bhasuri Inn Guruvayoor,,
,,,,,,,,,Aamby Valley City,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Periyar Woods|Holiday Vista,,
,,,,,,,,,Shiva Oasis Resort|Days Hotel Neemrana,,
,,,,,,,,,Minla Hotel|Krishinton Suites|The Sanctum Suites New Bel Road,,
,,,,,,,,,Hotel Vijay Shree Deluxe|Pearl Club Guest House|Hotel Corporate Inn,,
,,,,,,,,,Hotel Panchsheel,,
,,,,,,,,,"Hotel Park Residency, Kakkanad|Hotel Hamilton",,
,,,,,,,,,The Ashoka Residency|Shimla View Home,,
,,,,,,,,,Dudhsagar Farmstay|Nature's Nest Goa,,
,,,,,,,,,,,
,,,,,,,,,Hotel Sai International|Neelam Palace Dx|Airport Hotel Park Blue,,
,,,,,,,,,Majestic Beach Comfort|The Bay Agonda|The Treehouse Blue,,
,,,,,,,,,Aamby Valley City,,
,,,,,,,,,Treebo Chandigarh Grand|Dippys Hotel|Best Western Royal Park,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,New World Guest House|Hotel Noora Palace|Hotel Kashmir Inn,,
,,,,,,,,,The Zuri Kumarakom Kerala Resorts & Spa|Xandari Pearl,,
,,,,,,,,,,,
,,,,,,,,,Lemon Tree Premier Leisure Valley Gurgaon,,
,,,,,,,,,Silvermoon House|Green Hotel,,
,,,,,,,,,Bedweiser Backpackers Hostel,,
,,,,,,,,,Hotel Golden Crown|Green Hills Cottage,,
,,,,,,,,,Le Royal Camps,,
,,,,,,,,,Yash Villa|Trinity House|Pan Hill Hotel,,
,,,,,,,,,Vythiri Meadows|Meenmutty Heights,,
,,,,,,,,,,,
,,,,,,,,,Panchavadi |Om-India-Om Good Karma Beach Resort,,
,,,,,,,,,Hotel Best Inn,,
,,,,,,,,,,,
,,,,,,,,,Green Valley Vista|Orchid Highlands|View Valley Homestay,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Hotel Kalyan|Hotel Sugandh Retreat|Vinayak Guest House,,
,,,,,,,,,Heritage Resort Hampi|Gopi Guest House|Clarks Inn Hampi,,
,,,,,,,,,Woodstock Village Bamboo Cottages|The Bay Agonda,,
,,,,,,,,,Yogi Metropolitan Hotel|Hotel Neelkiran,,
,,,,,,,,,"Treebo Signature Inn|Hotel Vimal Heritage|Zone By The Park , Bani Park Jaipur",,
,,,,,,,,,,,
,,,,,,,,,Green Valley Vista|Orchid Highlands,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Kanhaia Haveli,,
,,,,,,,,,,,
,,,,,,,,,FabHotel Address Inn|Residency Hotel Fort|Golden Chariot The Boutique Hotel,,
,,,,,,,,,,,
,,,,,,,,,A V Residency|Fortkochi Beach Inn|El Casa Homestay,,
,,,,,,,,,Neeladri Palace|Hotel East West,,
,,,,,,,,,,,
,,,,,,,,,Best Western Ashoka,,
,,,,,,,,,Radisson Blu Agra Taj East Gate|Hotel Sidhartha,,
,,,,,,,,,SSR Hotel Srikalahasti|Hotel MGM Grand|K.P.R.Residency,,
,,,,,,,,,,,
,,,,,,,,,"Fortune Park Dahej,Dahej SEZ",,
,,,,,,,,,,,
,,,,,,,,,Vista Rooms at Sangam Talkies Road|Padharosa Guest House,,
,,,,,,,,,Clarks Inn Badami,,
,,,,,,,,,Hotel Mountview|New Chandigarh Holiday Home,,
,,,,,,,,,Mount Residency|Hotel Raaj Bhaavan|Hotel Pearl International,,
,,,,,,,,,"Regenta, Ahmedabad",,
,,,,,,,,,Aman Homestay|The Coral Tree Homestay|Bedweiser Backpackers Hostel,,
,,,,,,,,,Hotel M House,,
,,,,,,,,,Sangamam Tourist Home|Bhasuri Inn Guruvayoor,,
,,,,,,,,,Deltin Palms Riverfront|Seashell Villas The Villa Resort,,
,,,,,,,,,Dippys Hotel,,
,,,,,,,,,Hotel Ashish,,
,,,,,,,,,Yash Villa|Trinity House|Pan Hill Hotel,,
,,,,,,,,,,,
,,,,,,,,,Varsha Enclave- Trinity House|FabHotel Olive Comfort,,
,,,,,,,,,,,
,,,,,,,,,Palm Tree Heritage|Mango Villa,,
,,,,,,,,,Hotel Kalyan|Hotel Sugandh Retreat|Vinayak Guest House,,
,,,,,,,,,Venky Residency,,
,,,,,,,,,Archana Guest House|Rocky Guesthouse|Lakshmi Heritage Tourist Home,,
,,,,,,,,,Ankur Hotel - MGB Hotels|Neemrana's - Hill Fort - Kesroli|Hotel Burja Haveli,,
,,,,,,,,,,,
,,,,,,,,,Walisons Hotel|House Boat Young Bombay,,
,,,,,,,,,Ram Yoga House|Silvermoon House|Green Hotel,,
,,,,,,,,,The Ashoka Residency|Shimla View Home,,
,,,,,,,,,,,
,,,,,,,,,Ambassador Hotel|Leo Fort Hotel,,
,,,,,,,,,Hotel Panchsheel,,
,,,,,,,,,Vijayadeepa Guest House,,
,,,,,,,,,,,
,,,,,,,,,Hotel Tip Top Plaza,,
,,,,,,,,,,,
,,,,,,,,,Mahendra Prakash|Hotel Pratap Bhawan|Shiv Niwas Palace - Grand Heritage,,
,,,,,,,,,,,
,,,,,,,,,Radisson Blu Hotel Chennai City Centre,,
,,,,,,,,,Aamby Valley City,,
,,,,,,,,,Hotel Surya Mahal,,
,,,,,,,,,,,
,,,,,,,,,Treebo Abirami Residency,,
,,,,,,,,,Best Western Ashoka,,
,,,,,,,,,Hotel Tip Top Plaza,,
,,,,,,,,,,,
,,,,,,,,,Ambassador Hotel,,
,,,,,,,,,Seven Hills Tower,,
,,,,,,,,,,,
,,,,,,,,,Hotel Shadaab Inn,,
,,,,,,,,,,,
,,,,,,,,,Treebo Chandigarh Grand|Sunbeam Premium|Hotel White Palace,,
,,,,,,,,,"Paatlidun Safari Lodge, Jim Corbett|The Solluna Resort",,
,,,,,,,,,,,
,,,,,,,,,Hotel Shadaab Inn,,
,,,,,,,,,U Tropicana,,
,,,,,,,,,Seashell Villas The Villa Resort|Resort Coqueiral|Acron Waterfront Resort,,
,,,,,,,,,"Regenta, Ahmedabad",,
,,,,,,,,,"Hotel Park Residency, Kakkanad|Abad Atrium|Hotel Hamilton",,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Kanhaia Haveli,,
,,,,,,,,,Novotel New Delhi Aerocity,,
,,,,,,,,,Vythiri Village|Ranches Jungle Beats Resorts|Wayanad Coffee Mist Resort,,
,,,,,,,,,Lemon Tree Premier Leisure Valley Gurgaon,,
,,,,,,,,,Hotel Golden Crown|The Holiday Home,,
,,,,,,,,,Treebo Chandigarh Grand|New Chandigarh Holiday Home,,
,,,,,,,,,Hilltop Rabong Resort,,
,,,,,,,,,,,
,,,,,,,,,Kesar Heritage Guest House|Om Heritage,,
,,,,,,,,,,,
,,,,,,,,,ITC Grand Chola A Luxury Collection Hotel,,
,,,,,,,,,Hotel The Raj|Airport Hotel Waves|Hotel Hanuwant Palace,,
,,,,,,,,,Soma House Boat|Alasr Heritage Home|Sreekrishna Houseboat C/o Sreekrishna ayurveda Panchakarma Centre,,
,,,,,,,,,Mewar Avenue Guest House|Hotel Ramnivas,,
,,,,,,,,,Aamby Valley City,,
,,,,,,,,,Misty Villa Estate Stay,,
,,,,,,,,,Ankur Hotel - MGB Hotels|Neemrana's - Hill Fort - Kesroli|Hotel Burja Haveli,,
,,,,,,,,,,,
,,,,,,,,,The Bay Agonda|Marron Sea View Resort,,
,,,,,,,,,Prabhaa Grand Inn,,
,,,,,,,,,Brigade Royale|Treebo Hoppers Stop,,
,,,,,,,,,,,
,,,,,,,,,Gir Jungle Lodge,,
,,,,,,,,,Radisson Hotel Shimla|Snow Valley Resorts|Vatsalyam Home Stay,,
,,,,,,,,,,,
,,,,,,,,,Hotel The Silk Route,,
,,,,,,,,,Kanhaia Haveli,,
,,,,,,,,,Aroma retreat|Aamby Valley City,,
,,,,,,,,,Homestay Nikunj,,
,,,,,,,,,,,
,,,,,,,,,Quality Inn River Country Resort,,
,,,,,,,,,Hotel Aroma|Hyatt Regency Mumbai|The Paradise By Tunga,,
,,,,,,,,,Hotel Best Inn,,
,,,,,,,,,Soma House Boat|Alasr Heritage Home|Sreekrishna Houseboat C/o Sreekrishna ayurveda Panchakarma Centre,,
,,,,,,,,,,,
,,,,,,,,,Hotel Durga International,,
,,,,,,,,,The Sonnet|Treebo Platinum,,
,,,,,,,,,Prabhaa Grand Inn,,
,,,,,,,,,Ibis Chennai City Centre|La Woods Hotel|Hyatt Regency Chennai,,
,,,,,,,,,Hotel Durga International,,
,,,,,,,,,,,
,,,,,,,,,The Legend Inn @Nagpur|Urban Hermitage,,
,,,,,,,,,Hotel Eastern Plaza|Treebo Orion West Willows|Treebo Platinum,,
,,,,,,,,,Vedas Tapovan|Hill Top Swiss Cottage|Bunk Stay Rishikesh,,
,,,,,,,,,Vedas Tapovan|Hill Top Swiss Cottage|Bunk Stay Rishikesh,,
,,,,,,,,,Treebo Abirami Residency|Hotel Subam|Ganpat Grand,,
,,,,,,,,,Treebo Abirami Residency|Hotel Subam|Ganpat Grand,,
,,,,,,,,,Lossapa Bunglows,,
,,,,,,,,,Mahendra Prakash|Hotel Pratap Bhawan|Shiv Niwas Palace - Grand Heritage,,
,,,,,,,,,,,
,,,,,,,,,Siesta Hitech|Treebo Tara Residency|Blue Dawn Suites,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Leisure Inn Grand Chanakya|FabHotel Jaipur Airport,,
,,,,,,,,,Central Hotel,,
,,,,,,,,,Brigade Royale|Treebo Hoppers Stop,,
,,,,,,,,,Fairfield by Marriott Lucknow,,
,,,,,,,,,"Paatlidun Safari Lodge, Jim Corbett|The Solluna Resort",,
,,,,,,,,,Hotel Vegas,,
,,,,,,,,,Hotel Vijay Shree Deluxe|Pearl Club Guest House|Hotel Corporate Inn,,
,,,,,,,,,New World Guest House|Hotel Noora Palace|Hotel Kashmir Inn,,
,,,,,,,,,The Grand Cruise,,
,,,,,,,,,Lemon Tree Premier Leisure Valley Gurgaon,,
,,,,,,,,,Hotel Deyzor,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Hotel The Raj|Airport Hotel Waves|Hotel Hanuwant Palace,,
,,,,,,,,,Hotel Rezos|Zense Resort|Resort Rio,,
,,,,,,,,,Hotel Central Park,,
,,,,,,,,,Neeladri Palace|Hotel East West,,
,,,,,,,,,,,
,,,,,,,,,Ambassador Hotel,,
,,,,,,,,,Backwater Breeze,,
,,,,,,,,,Hotel Prince|Hilltop Lodge|Hotel Kings Castle,,
,,,,,,,,,Princess Residency|Flora Airport Hotel|Thomas Inn,,
,,,,,,,,,Vythiri Meadows|Meenmutty Heights,,
,,,,,,,,,,,
,,,,,,,,,Woodstock Village Bamboo Cottages|The Bay Agonda,,
,,,,,,,,,Alasr Heritage Home|Backwater Breeze|Brown Residency,,
,,,,,,,,,Backpacker's Nest|Hotel Hong Kong Inn|Hotel PR Residency,,
,,,,,,,,,Rani Mangammal Residencies|Hotel Nambi|Purpletree Place West Marret,,
,,,,,,,,,Hotel Sorrento Guest house Anna Nagar|St Xavier Guest House|Marina Inn,,
,,,,,,,,,Alasr Heritage Home|Backwater Breeze|Marari Beach House,,
,,,,,,,,,The Lodhi,,
,,,,,,,,,Hotel Medico Residancy,,
,,,,,,,,,,,
,,,,,,,,,Hotel Prince|Hilltop Lodge|Hotel Kings Castle,,
,,,,,,,,,Kanhaia Haveli,,
,,,,,,,,,Astoria Hotels|The Gateway Hotel Pasumalai Madurai,,
,,,,,,,,,Treebo Globe International|Treebo Orion West Willows,,
,,,,,,,,,Treebo Abirami Residency,,
,,,,,,,,,Hotel Shadaab Inn,,
,,,,,,,,,Vista Rooms at Sangam Talkies Road|Padharosa Guest House,,
,,,,,,,,,Vivanta by Taj President|VITS Mumbai,,
,,,,,,,,,Rani Mangammal Residencies|Hotel Nambi|Purpletree Place West Marret,,
,,,,,,,,,Aroma retreat|Aamby Valley City,,
,,,,,,,,,,,
,,,,,,,,,Homestay Nikunj,,
,,,,,,,,,Ram Yoga House|Silvermoon House|Green Hotel,,
,,,,,,,,,Soma House Boat|Alasr Heritage Home|Sreekrishna Houseboat C/o Sreekrishna ayurveda Panchakarma Centre,,
,,,,,,,,,Umaid Mahal - Heritage Style Hotel|Treebo Aroma Residency,,
,,,,,,,,,Nova Holidays Houseboat|Pournami Houseboats|Soma House Boat,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Hotel Ishan|K C Residency|Hotel Vishal International,,
,,,,,,,,,Vekaay's Residency Hotel|Poppys S.E.T Residency|Viha Inn,,
,,,,,,,,,Hotel Golden Crown|Green Hills Cottage,,
,,,,,,,,,The Vaishali Inn|Radisson Blu Kaushambi Delhi NCR,,
,,,,,,,,,Coco Goa|Jacks Resort|FabHotel Retreat Anjuna Vagator,,
,,,,,,,,,Pearl Club Guest House|Hotel Laavish|Hotel Corporate Inn,,
,,,,,,,,,Hotel Panchsheel,,
,,,,,,,,,Courtyard by Marriott Mumbai International Airport|Executive Pleasant - Service Apartment,,
